,age,attrition,business_travel,daily_rate,department,distance_from_home,education,education_field,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,num_companies_worked,overtime,percent_salary_hike,relationship_satisfaction,stock_option_level,training_times_last_year,work_life_balance,years_at_company,years_since_last_promotion,years_with_curr_manager,year_birth,role_department,remote_work
153,48,no,N/A,855,N/A,4,3,life sciences,2115,4,male,54,3,3, manufacturing director ,4,single,0.0,18706,1,no,11,3,0,2,3,10,0,8,1975,N/A,no
154,29,no,travel_rarely,332, human resources ,17,3,N/A,1419,2,male,51,2,3, human resources ,1,single,7988.0,9769,1,N/A,13,1,0,3,2,10,0,9,1994, human resources  -  human resources ,no
155,34,no,N/A,1326,N/A,3,3,other,1478,4,male,81,1,2, sales executive ,1,single,0.0,15891,3,no,18,4,0,2,3,13,3,12,1989,N/A,no
156,42,no,travel_frequently,748,N/A,9,2,N/A,1480,1,female,74,3,1, laboratory technician ,4,N/A,0.0,16458,1,N/A,13,3,0,3,3,12,5,8,1981,N/A,yes
157,57,no,travel_rarely,405,N/A,1,2,life sciences,2116,2,male,93,4,2, research scientist ,3,married,0.0,2721,0,no,24,1,1,2,2,12,2,8,1966,N/A,no
158,34,yes,travel_rarely,790,N/A,24,4,N/A,1489,1,female,40,2,2, sales executive ,2,single,0.0,7815,0,yes,23,3,0,2,4,15,10,10,1989,N/A,no
159,54,no,travel_frequently,1050,N/A,11,4,medical,1520,2,female,87,3,4, manager ,4,N/A,0.0,24456,3,no,20,1,1,2,3,14,1,12,1969,N/A,no
160,34,no,travel_rarely,971,N/A,1,3,N/A,1535,4,male,64,2,3, sales executive ,3,N/A,7083.0,12288,1,N/A,14,4,0,3,3,10,8,6,1989,N/A,no
161,29,no,N/A,1370,N/A,3,1,medical,1586,2,male,87,3,1, laboratory technician ,1,single,4723.0,16213,1,N/A,18,4,0,3,0,10,1,5,1994,N/A,no
162,35,no,travel_rarely,750,N/A,28,3,life sciences,1596,2,male,46,4,2, laboratory technician ,3,N/A,3407.0,25348,1,N/A,17,4,2,3,2,10,6,8,1988,N/A,no
163,35,yes,N/A,880,N/A,12,4,other,1667,4,male,36,3,2, sales executive ,4,N/A,0.0,10414,3,N/A,24,1,0,2,4,11,6,7,1988,N/A,no
164,34,no,travel_rarely,678,N/A,19,3,life sciences,1701,2,female,35,2,1, research scientist ,4,married,2929.0,20338,1,no,12,2,0,3,3,10,8,7,1989,N/A,no
165,43,no,N/A,1179,N/A,2,3,N/A,1706,4,male,73,3,2, sales executive ,4,N/A,0.0,6069,1,yes,17,1,1,3,3,10,8,8,1980,N/A,no
166,58,no,non-travel,350,N/A,2,3,medical,2117,2,male,52,3,4, manager ,2,divorced,0.0,22577,4,no,22,4,1,0,2,16,14,14,1965,N/A,yes
167,36,no,travel_rarely,1266, sales ,0,4,N/A,2118,14,female,63,2,2, sales executive ,3,married,0.0,6060,1,yes,13,1,1,4,3,10,1,7,1987, sales executive  -  sales ,no
168,43,no,travel_rarely,574,N/A,11,3,life sciences,1971,1,male,30,3,3, healthcare representative ,3,married,0.0,16873,1,N/A,17,2,1,1,3,10,0,9,1980,N/A,no
169,55,no,N/A,189,N/A,26,4,human resources,2119,3,male,71,4,5, manager ,2,married,0.0,25811,4,yes,18,1,1,0,3,10,1,4,1968,N/A,yes
170,42,no,N/A,0, research & development ,23,2,N/A,1976,4,male,37,2,2, research scientist ,3,single,0.0,14811,1,N/A,12,4,0,2,3,20,3,7,1981, research scientist  -  research & development ,no
171,40,no,N/A,692,N/A,11,3,technical degree,1985,4,female,73,3,2, laboratory technician ,3,married,0.0,26849,1,N/A,11,1,1,2,4,10,9,4,1983,N/A,no
172,56,yes,N/A,310, research & development ,7,2,technical degree,2032,4,male,72,3,1, laboratory technician ,3,married,0.0,3666,8,no,11,4,1,4,1,10,9,8,1967, laboratory technician  -  research & development ,yes
173,39,no,travel_rarely,722,N/A,0,1,marketing,2056,33,female,60,2,4, sales executive ,4,N/A,12031.0,8828,0,N/A,11,1,1,2,2,20,9,6,1984,N/A,yes
174,53,no,travel_rarely,1219,N/A,2,4,life sciences,2120,1,female,78,2,4, manager ,4,married,15427.0,22021,2,no,16,3,0,3,3,25,3,7,1970,N/A,no
175,27,no,travel_frequently,994,N/A,8,3,N/A,2121,4,male,37,3,3, sales executive ,3,single,0.0,2975,1,no,15,4,0,0,3,9,1,7,1996,N/A,no
176,30,no,travel_frequently,721,N/A,1,2,N/A,57,3,female,58,3,2, laboratory technician ,4,N/A,0.0,10781,1,N/A,23,4,0,2,0,12,3,7,1993,N/A,yes
177,35,no,N/A,853,N/A,18,5,life sciences,2122,2,male,71,3,3, sales executive ,1,married,0.0,11031,1,N/A,22,4,1,3,2,9,1,8,1988,N/A,no
178,32,no,travel_rarely,427, research & development ,1,3,medical,78,1,male,0,3,2, manufacturing director ,4,married,6162.0,10877,1,yes,22,2,1,3,3,9,7,8,1991, manufacturing director  -  research & development ,no
179,30,no,travel_rarely,852,N/A,1,1,life sciences,104,4,male,55,2,2, laboratory technician ,4,married,5126.0,15998,1,N/A,12,3,2,1,0,10,3,0,1993,N/A,no
180,46,yes,N/A,669, sales ,9,2,medical,118,3,male,64,2,3, sales executive ,4,N/A,9619.0,13596,1,no,16,4,0,3,3,9,4,7,1977, sales executive  -  sales ,no
181,30,no,travel_rarely,1334,N/A,4,2,N/A,121,3,female,63,2,2, sales executive ,2,N/A,0.0,19760,1,yes,12,2,3,4,2,11,2,7,1993,N/A,no
182,32,no,N/A,1093,N/A,6,4,N/A,125,2,male,87,3,2, sales executive ,3,single,5010.0,24301,1,no,16,1,0,0,3,11,5,7,1991,N/A,no
183,35,no,travel_rarely,0,N/A,0,5,marketing,2123,3,male,94,3,3, sales executive ,2,married,0.0,11439,1,N/A,13,1,2,3,3,10,0,6,1988,N/A,no
184,32,no,N/A,967,N/A,8,3,marketing,207,2,female,43,3,3, sales executive ,4,single,0.0,15589,1,N/A,14,4,0,2,3,9,3,7,1991,N/A,no
185,41,no,travel_rarely,465, research & development ,0,3,life sciences,227,1,male,56,3,1, research scientist ,3,divorced,0.0,4609,4,no,12,1,1,2,3,9,1,8,1982, research scientist  -  research & development ,no
186,40,no,travel_rarely,989,N/A,4,1,medical,253,4,female,46,3,5, manager ,3,N/A,19033.0,6499,1,no,14,2,1,2,3,20,9,9,1983,N/A,no
187,45,no,N/A,1195,N/A,2,2,N/A,264,1,male,65,2,4, manager ,4,married,0.0,20462,9,no,23,4,1,1,3,20,11,8,1978,N/A,no
188,32,yes,travel_rarely,1045,N/A,4,4,N/A,291,4,male,32,1,3, sales executive ,4,married,10400.0,25812,1,no,11,3,0,2,2,14,9,8,1991,N/A,no
189,30,no,non-travel,829, research & development ,1,1,life sciences,292,3,male,88,2,3, manufacturing director ,3,N/A,0.0,20925,1,no,22,3,0,2,3,11,5,8,1993, manufacturing director  -  research & development ,no
190,37,no,N/A,663,N/A,11,3,N/A,306,2,male,47,3,3, research director ,4,N/A,0.0,10056,1,N/A,14,3,3,1,3,10,0,7,1986,N/A,no
191,37,no,N/A,319,N/A,4,4,N/A,2124,1,male,41,3,1, sales representative ,4,divorced,2793.0,2539,4,no,17,3,1,2,3,9,5,8,1986,N/A,no
192,40,no,N/A,1300,N/A,24,2,technical degree,335,1,male,62,3,2, research scientist ,4,N/A,0.0,24447,1,no,17,1,2,3,3,9,4,7,1983,N/A,no
193,36,no,non-travel,1105,N/A,24,4,N/A,2125,2,female,47,3,2, laboratory technician ,2,married,5674.0,6927,7,N/A,15,3,1,3,3,9,0,8,1987,N/A,no
194,32,no,travel_rarely,906,N/A,7,3,life sciences,420,4,male,91,2,2, sales executive ,3,married,0.0,16985,1,N/A,14,3,1,3,2,13,4,8,1991,N/A,no
195,38,no,N/A,849,N/A,25,2,life sciences,421,1,female,81,2,3, research director ,2,N/A,0.0,26707,3,N/A,17,3,1,2,3,10,0,1,1985,N/A,no
196,30,no,travel_rarely,1275,N/A,28,2,N/A,441,4,female,64,3,2, research scientist ,4,married,0.0,11934,1,no,13,4,2,2,3,10,1,9,1993,N/A,yes
197,39,no,N/A,1218,N/A,1,1,N/A,531,2,male,52,3,5, manager ,3,N/A,19197.0,8213,1,N/A,14,3,1,3,3,21,1,6,1984,N/A,no
198,60,no,N/A,422,N/A,7,3,life sciences,549,1,female,41,3,5, manager ,1,N/A,0.0,3854,5,no,11,4,0,5,1,29,11,10,1963,N/A,no
199,30,no,N/A,1398,N/A,22,4,other,567,3,female,69,3,3, sales executive ,1,N/A,8412.0,2890,0,N/A,11,3,0,3,3,9,7,8,1993,N/A,no
200,31,no,travel_rarely,1274, research & development ,9,1,N/A,581,3,male,0,3,3, manufacturing director ,2,divorced,0.0,14394,1,no,25,4,1,6,4,13,0,8,1992, manufacturing director  -  research & development ,yes
201,33,yes,N/A,1076,N/A,3,3,life sciences,702,1,male,70,3,1, research scientist ,1,single,3348.0,3164,1,yes,11,1,0,3,3,10,9,7,1990,N/A,no
202,50,no,N/A,1207,N/A,28,1,medical,716,4,male,74,4,1, laboratory technician ,3,married,0.0,3297,1,yes,11,3,3,3,3,20,3,8,1973,N/A,yes
203,32,no,N/A,430, research & development ,24,4,life sciences,772,1,male,80,3,2, laboratory technician ,4,N/A,5309.0,21146,1,no,15,4,2,2,3,10,4,7,1991, laboratory technician  -  research & development ,yes
204,42,no,N/A,933,N/A,29,3,N/A,836,2,male,98,3,2, manufacturing director ,2,N/A,0.0,11806,1,N/A,13,4,1,3,2,9,7,8,1981,N/A,no
205,49,yes,N/A,1184, sales ,11,3,marketing,840,3,female,43,3,3, sales executive ,4,married,7654.0,5860,1,no,18,1,2,3,4,9,7,7,1974, sales executive  -  sales ,no
206,27,no,N/A,0,N/A,5,1,N/A,844,3,male,42,2,3, research director ,4,divorced,12808.0,8842,1,N/A,16,2,1,3,3,9,0,8,1996,N/A,yes
207,33,no,travel_rarely,586,N/A,1,3,medical,2126,1,male,48,4,2, sales executive ,1,divorced,0.0,21816,1,N/A,22,1,1,5,3,9,0,8,1990,N/A,yes
208,52,no,N/A,890, research & development ,0,4,N/A,867,3,female,81,2,4, manufacturing director ,4,married,0.0,19028,3,no,22,3,0,3,3,9,0,0,1971, manufacturing director  -  research & development ,no
209,32,no,N/A,379,N/A,5,2,life sciences,889,2,male,48,3,2, sales executive ,2,N/A,0.0,8891,1,no,14,4,1,3,3,10,5,3,1991,N/A,no
210,36,no,N/A,1425,N/A,14,1,life sciences,924,3,male,68,3,2, healthcare representative ,4,N/A,6586.0,4821,0,N/A,17,1,1,2,2,16,4,11,1987,N/A,no
211,31,no,non-travel,1188, sales ,20,2,N/A,2127,4,female,45,3,2, sales executive ,3,N/A,0.0,24406,1,N/A,13,4,1,2,2,9,0,0,1992, sales executive  -  sales ,no
212,36,no,travel_rarely,938,N/A,2,4,medical,2128,3,male,79,3,1, laboratory technician ,3,single,2519.0,12287,4,no,21,3,0,6,3,11,3,9,1987,N/A,no
213,52,no,N/A,1053,N/A,1,2,life sciences,976,4,male,70,3,4, manager ,4,married,17099.0,13829,2,N/A,15,2,1,2,0,9,7,8,1971,N/A,no
214,33,no,non-travel,722,N/A,17,3,N/A,992,4,male,38,3,4, manager ,3,single,0.0,20489,1,N/A,11,4,0,2,3,10,6,0,1990,N/A,no
215,45,no,non-travel,248,N/A,23,2,life sciences,1002,4,male,42,3,2, laboratory technician ,1,N/A,0.0,14039,1,yes,15,3,1,2,3,9,0,8,1978,N/A,no
216,0,no,travel_rarely,796, research & development ,12,5,N/A,1073,4,female,51,2,3, manufacturing director ,4,N/A,0.0,15669,0,N/A,11,2,0,2,2,14,7,8,1987, manufacturing director  -  research & development ,no
217,49,no,N/A,174,N/A,8,4,N/A,1138,4,male,56,2,4, sales executive ,2,N/A,13120.0,11879,6,N/A,17,2,1,3,3,9,2,3,1974,N/A,no
218,29,yes,N/A,408,N/A,23,1,N/A,2129,4,female,45,2,3, sales executive ,1,N/A,0.0,11162,1,N/A,13,1,1,3,1,11,3,10,1994,N/A,no
219,29,no,N/A,0,N/A,6,1,N/A,1192,2,female,54,3,1, laboratory technician ,4,married,3131.0,26342,1,N/A,13,1,1,5,3,10,0,8,1994,N/A,no
220,37,no,N/A,977, research & development ,1,3,life sciences,1196,4,female,56,2,2, manufacturing director ,4,married,0.0,9961,1,N/A,13,2,1,2,2,14,3,11,1986, manufacturing director  -  research & development ,no
221,33,no,travel_rarely,536,N/A,10,5,N/A,2130,4,male,82,4,3, sales executive ,3,N/A,0.0,21708,0,N/A,14,4,2,3,3,9,0,8,1990,N/A,yes
222,34,no,travel_frequently,135,N/A,19,3,medical,2131,3,female,46,3,2, laboratory technician ,2,divorced,4444.0,22534,4,no,13,3,2,2,4,11,5,10,1989,N/A,no
223,28,no,non-travel,1476,N/A,1,3,N/A,1315,3,female,55,1,2, laboratory technician ,4,married,6674.0,16392,0,no,11,1,3,6,3,9,7,5,1995,N/A,no
224,31,no,non-travel,587,N/A,2,4,N/A,1324,4,female,57,3,3, sales executive ,3,N/A,9852.0,8935,1,yes,19,1,1,5,2,10,9,6,1992,N/A,no
225,42,no,non-travel,495,N/A,2,1,life sciences,1334,3,male,0,3,4, manager ,3,N/A,17861.0,26582,0,yes,13,4,0,3,2,20,2,10,1981,N/A,no
226,40,no,travel_rarely,523,N/A,2,3,life sciences,1346,3,male,98,3,2, research scientist ,4,single,0.0,22455,1,N/A,13,3,0,4,3,9,8,8,1983,N/A,no
227,34,no,N/A,507,N/A,15,2,medical,1356,3,female,66,3,2, sales executive ,1,single,0.0,23553,1,N/A,12,4,0,6,4,10,9,6,1989,N/A,no
228,58,no,travel_rarely,1055,N/A,1,3,N/A,1423,4,female,76,3,5, research director ,1,N/A,0.0,22456,3,N/A,21,3,1,3,3,9,1,5,1965,N/A,no
229,31,yes,travel_frequently,1445,N/A,1,5,N/A,1459,3,female,100,4,3, manufacturing director ,2,N/A,7446.0,8931,1,N/A,11,1,0,2,3,10,4,7,1992,N/A,no
230,40,no,non-travel,218,N/A,8,1,N/A,2132,4,male,55,2,3, research director ,2,N/A,13757.0,25178,2,no,11,3,1,5,3,9,4,8,1983,N/A,no
231,53,no,N/A,447,N/A,2,3,medical,1472,4,male,39,4,4, research director ,2,single,16598.0,19764,4,no,12,2,0,2,2,9,8,8,1970,N/A,no
232,34,no,N/A,829, research & development ,15,3,N/A,1485,2,male,71,3,4, research director ,1,N/A,0.0,11929,7,N/A,14,4,2,3,2,14,6,9,1989, research director  -  research & development ,no
233,35,no,travel_rarely,1029,N/A,16,3,life sciences,2133,4,female,91,2,3, healthcare representative ,2,single,0.0,21195,1,no,19,4,0,3,1,11,3,3,1988,N/A,no
234,37,no,N/A,674,N/A,13,3,N/A,1543,1,male,47,3,2, research scientist ,4,married,4285.0,3031,1,N/A,17,1,0,2,3,10,3,7,1986,N/A,yes
235,42,no,travel_frequently,0,N/A,2,3,N/A,1547,4,male,40,3,3, healthcare representative ,4,N/A,10124.0,18611,2,yes,14,3,1,3,1,20,13,9,1981,N/A,no
236,45,no,N/A,538,N/A,1,4,N/A,1553,1,male,66,3,3, healthcare representative ,2,divorced,0.0,20933,1,N/A,12,1,3,4,3,10,7,7,1978,N/A,no
237,30,yes,travel_rarely,740,N/A,1,3,N/A,1562,2,male,64,2,2, sales executive ,1,married,9714.0,5323,1,no,11,4,1,4,3,10,6,7,1993,N/A,yes
238,38,no,travel_rarely,1245,N/A,14,3,life sciences,1582,3,male,80,3,2, sales executive ,2,married,9924.0,12355,0,N/A,11,4,1,3,3,9,7,7,1985,N/A,no
239,50,no,N/A,1234,N/A,20,5,medical,1606,2,male,41,3,4, healthcare representative ,3,N/A,11245.0,20689,2,N/A,15,3,1,3,3,30,12,13,1973,N/A,no
240,39,no,travel_rarely,170,N/A,3,2,N/A,2134,3,male,76,2,2, laboratory technician ,3,N/A,3069.0,10302,0,N/A,15,4,1,3,0,10,0,7,1984,N/A,no
241,34,no,travel_rarely,1130,N/A,3,3,N/A,1658,4,female,66,3,2, research scientist ,2,N/A,0.0,19332,1,no,12,3,1,2,3,11,7,9,1989,N/A,no
242,54,no,travel_rarely,584, research & development ,22,5,N/A,1665,2,female,91,3,4, manager ,3,N/A,0.0,18685,3,N/A,25,3,1,6,3,10,4,7,1969, manager  -  research & development ,yes
243,41,no,travel_rarely,918,N/A,6,3,marketing,2135,4,male,35,3,3, sales executive ,3,N/A,9241.0,15869,1,no,12,2,0,3,3,10,8,7,1982,N/A,no
244,39,no,N/A,792,N/A,1,3,life sciences,1737,4,male,77,3,2, laboratory technician ,4,married,6472.0,8989,1,N/A,15,4,1,2,3,9,5,8,1984,N/A,no
245,40,no,travel_rarely,611,N/A,7,4,N/A,2136,2,male,88,3,5, manager ,2,N/A,0.0,4349,1,no,14,2,0,3,2,21,12,8,1983,N/A,no
246,33,no,N/A,0,N/A,4,3,technical degree,2137,4,male,90,3,2, research scientist ,2,N/A,3055.0,6194,5,no,15,4,2,2,2,9,1,7,1990,N/A,yes
247,36,no,N/A,1383,N/A,10,3,life sciences,1790,4,male,90,3,3, healthcare representative ,1,N/A,8321.0,25949,7,N/A,13,4,1,1,3,12,5,7,1987,N/A,no
248,33,no,N/A,867,N/A,8,4,life sciences,2138,4,male,90,4,1, research scientist ,1,married,3143.0,6076,6,no,19,2,1,1,3,10,7,6,1990,N/A,no
249,34,no,travel_rarely,0,N/A,8,2,N/A,1823,2,male,92,4,2, sales executive ,3,N/A,0.0,22128,1,no,21,3,2,5,3,10,4,8,1989,N/A,no
250,29,no,travel_frequently,574, research & development ,0,1,medical,2139,4,male,40,3,1, laboratory technician ,4,married,0.0,7003,1,no,13,2,0,3,4,11,3,10,1994, laboratory technician  -  research & development ,no
251,46,no,travel_rarely,706,N/A,2,2,life sciences,1857,4,male,82,3,3, manufacturing director ,4,divorced,8578.0,19989,3,N/A,14,3,1,4,2,9,4,7,1977,N/A,yes
252,27,no,travel_rarely,728,N/A,23,1,medical,1864,2,female,36,2,2, sales representative ,3,married,0.0,7018,1,no,21,4,1,5,3,9,5,8,1996,N/A,no
253,31,no,N/A,311,N/A,0,3,life sciences,1881,2,male,89,3,2, laboratory technician ,3,divorced,4197.0,18624,1,no,11,1,1,2,3,10,0,2,1992,N/A,no
254,45,no,travel_rarely,556, research & development ,25,2,life sciences,1888,2,female,93,2,2, manufacturing director ,4,N/A,0.0,23888,0,no,13,4,2,2,2,9,3,8,1978, manufacturing director  -  research & development ,no
255,34,no,travel_rarely,937,N/A,1,3,marketing,1950,1,male,32,3,3, sales executive ,4,N/A,9888.0,6770,1,no,21,1,0,3,2,14,2,1,1989,N/A,no
256,31,no,N/A,1125, research & development ,1,3,life sciences,2140,4,male,48,1,2, research scientist ,1,married,0.0,5771,1,N/A,21,2,0,6,3,10,8,7,1992, research scientist  -  research & development ,no
257,35,no,N/A,1224,N/A,7,4,N/A,1962,3,female,55,3,2, sales executive ,4,N/A,0.0,13586,1,yes,11,4,0,2,3,10,0,9,1988,N/A,no
258,39,no,travel_rarely,119,N/A,15,4,marketing,1975,2,male,77,3,4, sales executive ,1,single,13341.0,25098,0,no,12,1,0,3,3,20,11,10,1984,N/A,no
259,40,no,travel_rarely,444,N/A,2,2,marketing,1986,2,female,92,3,2, sales executive ,2,married,5677.0,4258,3,no,14,3,1,4,3,11,5,10,1983,N/A,no
260,30,no,travel_rarely,911,N/A,1,2,medical,2141,4,male,76,3,1, laboratory technician ,2,married,0.0,4077,1,no,13,3,0,6,2,12,1,7,1993,N/A,no
261,47,no,N/A,0, research & development ,1,1,N/A,2000,3,female,98,3,3, research director ,2,married,0.0,17231,0,no,18,1,2,3,1,13,5,12,1976, research director  -  research & development ,no
262,52,no,non-travel,585,N/A,29,4,N/A,2142,1,male,0,3,1, sales representative ,4,divorced,0.0,19788,2,N/A,15,2,2,3,0,9,0,0,1971,N/A,no
263,49,no,travel_frequently,0,N/A,8,1,N/A,2,3,male,61,2,2, research scientist ,2,married,0.0,24907,1,no,23,4,1,3,3,10,1,7,1974,N/A,no
264,33,no,travel_frequently,1392,N/A,0,4,life sciences,5,19,female,56,3,1, research scientist ,3,married,2909.0,23159,1,N/A,11,3,0,3,3,8,3,0,1990,N/A,yes
265,32,no,N/A,1005,N/A,2,2,life sciences,2143,4,male,79,3,1, laboratory technician ,4,N/A,0.0,11864,0,N/A,13,3,0,2,2,7,3,6,1991,N/A,no
266,38,no,travel_frequently,0, research & development ,23,3,N/A,2144,4,male,44,2,3, manufacturing director ,3,N/A,9526.0,8787,0,no,21,2,0,2,3,9,1,8,1985, manufacturing director  -  research & development ,no
267,36,no,travel_rarely,1299, research & development ,27,3,medical,2145,3,male,94,3,2, healthcare representative ,3,N/A,0.0,16577,6,N/A,13,2,2,3,2,7,7,7,1987, healthcare representative  -  research & development ,yes
268,42,no,N/A,0,N/A,8,4,N/A,35,3,male,48,3,2, sales executive ,2,N/A,6825.0,21173,0,N/A,11,4,1,2,3,9,4,2,1981,N/A,no
269,31,no,N/A,655, research & development ,7,4,life sciences,76,4,male,48,3,2, laboratory technician ,4,divorced,0.0,9528,3,no,22,4,1,3,2,7,1,7,1992, laboratory technician  -  research & development ,no
270,31,no,travel_rarely,746,N/A,8,4,N/A,98,3,female,61,3,2, manufacturing director ,4,single,4424.0,20682,1,no,23,4,0,2,3,11,1,8,1992,N/A,no
271,51,no,N/A,632,N/A,21,4,marketing,120,3,male,71,3,2, sales executive ,4,N/A,5441.0,8423,0,N/A,22,4,0,2,1,10,1,0,1972,N/A,no
272,34,yes,travel_frequently,658,N/A,7,3,N/A,147,1,male,66,1,2, laboratory technician ,3,N/A,6074.0,22887,1,yes,24,4,0,3,0,9,0,6,1989,N/A,no
273,36,no,N/A,1467,N/A,11,2,technical degree,154,2,female,92,3,3, sales executive ,4,N/A,0.0,22952,0,no,14,3,1,6,3,9,2,8,1987,N/A,no
274,30,no,travel_frequently,1312,N/A,23,3,N/A,159,1,male,96,1,1, research scientist ,3,divorced,0.0,22310,1,no,25,3,3,2,2,10,0,9,1993,N/A,no
275,33,no,non-travel,750,N/A,0,2,N/A,160,12,male,95,3,2, sales executive ,2,married,6146.0,15480,0,N/A,13,1,1,2,4,7,0,7,1990,N/A,no
276,31,yes,N/A,249,N/A,6,4,life sciences,163,2,male,76,1,2, sales executive ,3,married,6172.0,20739,4,N/A,18,2,0,3,2,7,7,7,1992,N/A,no
277,41,no,travel_rarely,802,N/A,0,1,N/A,176,3,male,96,3,3, sales executive ,3,divorced,0.0,21196,3,yes,13,3,1,2,3,9,0,7,1982,N/A,no
278,26,no,travel_rarely,1355,N/A,25,1,N/A,177,3,female,61,3,1, human resources ,3,N/A,0.0,8916,1,N/A,23,4,1,3,3,8,5,7,1997,N/A,no
279,32,no,N/A,689,N/A,9,2,N/A,195,4,male,35,1,2, sales executive ,4,divorced,4668.0,22812,0,no,17,4,3,2,4,8,0,7,1991,N/A,no
280,40,no,travel_frequently,1395,N/A,26,3,N/A,202,2,female,54,3,2, research scientist ,2,divorced,5605.0,8504,1,no,11,1,1,2,3,20,2,13,1983,N/A,no
281,53,no,travel_rarely,1436, sales ,6,2,marketing,205,2,male,34,3,2, sales representative ,3,N/A,0.0,16047,2,yes,20,4,1,3,1,7,4,5,1970, sales representative  -  sales ,no
282,29,no,non-travel,1496, research & development ,1,1,technical degree,2146,4,male,41,3,2, manufacturing director ,3,married,4319.0,26283,1,N/A,13,1,1,1,3,10,0,9,1994, manufacturing director  -  research & development ,no
283,36,no,travel_frequently,1480, research & development ,3,2,N/A,2147,4,male,30,3,1, laboratory technician ,2,N/A,0.0,15062,4,no,12,3,0,3,2,8,7,2,1987, laboratory technician  -  research & development ,no
284,33,no,travel_rarely,0, research & development ,14,3,N/A,252,4,female,0,3,1, research scientist ,2,N/A,0.0,4673,1,N/A,13,4,1,5,3,8,1,6,1990, research scientist  -  research & development ,no
285,51,no,travel_rarely,313,N/A,3,3,N/A,258,4,female,98,3,4, healthcare representative ,2,single,0.0,7192,3,N/A,18,3,0,6,3,7,1,0,1972,N/A,no
286,27,no,travel_rarely,894,N/A,9,3,medical,260,4,female,99,3,1, research scientist ,2,single,0.0,11781,1,no,16,4,0,2,2,7,0,3,1996,N/A,no
287,37,no,N/A,290,N/A,21,3,life sciences,267,2,male,65,4,1, research scientist ,1,N/A,3564.0,22977,1,yes,12,1,1,3,2,8,1,7,1986,N/A,no
288,38,no,N/A,1084,N/A,29,3,N/A,2148,4,male,54,3,2, manufacturing director ,4,married,6261.0,4185,3,no,18,1,1,3,1,7,1,7,1985,N/A,yes
289,49,no,non-travel,1002,N/A,18,4,N/A,275,4,male,92,3,2, manufacturing director ,4,divorced,6804.0,23793,1,yes,15,1,2,0,3,7,1,7,1974,N/A,no
290,27,no,N/A,1242,N/A,20,3,life sciences,293,4,female,90,3,2, sales executive ,3,single,0.0,12916,1,N/A,14,4,0,2,3,7,0,7,1996,N/A,no
291,45,no,N/A,1052, sales ,6,3,medical,302,4,female,57,2,3, sales executive ,4,single,0.0,16840,6,N/A,12,4,0,2,3,19,12,8,1978, sales executive  -  sales ,no
292,35,no,N/A,944,N/A,1,3,N/A,314,3,female,92,3,3, sales executive ,3,single,0.0,9096,1,no,14,1,0,3,4,10,0,8,1988,N/A,no
293,33,yes,travel_rarely,465,N/A,2,2,N/A,2149,1,female,39,3,1, laboratory technician ,1,N/A,0.0,21509,7,no,20,1,0,3,4,9,1,7,1990,N/A,no
294,52,no,N/A,771,N/A,2,4,life sciences,329,1,male,79,2,5, manager ,3,N/A,0.0,21030,1,yes,18,4,0,2,4,33,15,12,1971,N/A,no
295,40,no,N/A,1416, research & development ,2,2,medical,2150,1,male,49,3,5, research director ,3,N/A,19436.0,5949,0,no,19,4,1,5,3,21,3,9,1983, research director  -  research & development ,no
296,38,no,non-travel,1327, sales ,2,2,life sciences,361,4,male,39,2,2, sales executive ,4,N/A,0.0,19682,3,no,18,4,1,0,3,8,7,5,1985, sales executive  -  sales ,yes
297,46,no,N/A,488,N/A,0,3,N/A,363,27,female,75,1,4, manager ,2,married,0.0,14977,3,yes,12,2,1,2,2,7,7,7,1977,N/A,no
298,45,no,travel_rarely,1385,N/A,20,2,medical,2151,3,male,79,3,4, healthcare representative ,4,married,0.0,7501,0,yes,14,2,0,2,3,20,4,10,1978,N/A,no
299,47,yes,non-travel,666,N/A,0,4,life sciences,376,1,male,88,3,3, manager ,2,married,0.0,10268,1,N/A,12,4,1,2,2,10,9,9,1976,N/A,no
300,35,no,N/A,1315,N/A,22,3,life sciences,381,2,female,71,4,3, manager ,2,divorced,0.0,19100,7,N/A,18,2,1,6,2,7,6,2,1988,N/A,no
301,29,no,travel_frequently,442,N/A,2,2,N/A,388,2,male,44,3,2, sales executive ,4,single,0.0,20260,1,N/A,18,1,0,3,0,10,0,9,1994,N/A,no
302,55,no,travel_rarely,147, research & development ,20,2,technical degree,389,2,male,37,3,2, laboratory technician ,4,married,0.0,15972,3,N/A,19,4,1,4,3,10,0,8,1968, laboratory technician  -  research & development ,no
303,26,yes,travel_rarely,950,N/A,0,4,N/A,401,4,male,48,2,2, sales executive ,4,single,5828.0,8450,1,N/A,12,2,0,0,0,8,7,4,1997,N/A,no
304,31,no,travel_rarely,218,N/A,7,3,technical degree,416,2,male,100,4,2, sales executive ,4,N/A,0.0,12241,4,N/A,11,2,1,3,2,8,7,7,1992,N/A,yes
305,43,no,travel_frequently,0,N/A,10,4,life sciences,430,3,female,33,3,1, laboratory technician ,4,N/A,2455.0,10675,0,no,19,1,0,5,3,8,1,7,1980,N/A,yes
